Sechage capteurs le 26/06/2026
temps_ms,CapteurBrut1,CapteurBrut2,Reference45K,CapteurFiltre1,CapteurFiltre2,Reference45KFiltre
156399513,87906184.00,78283696.00,475552.15,87906184.00,78283696.00,476086.28
157017619,85636912.00,77674872.00,475956.28,85636912.00,77674872.00,476060.28
157635725,86757752.00,74375328.00,476238.46,86757752.00,74375328.00,476095.90
158253830,83772440.00,79901136.00,475914.53,83772440.00,79901136.00,476059.62
158871933,88497160.00,78255008.00,476287.90,88497160.00,78255008.00,476105.31
159490042,87871824.00,80281352.00,476050.09,87871824.00,80281352.00,476094.28
160108148,87912456.00,76939576.00,476046.90,87912456.00,76939576.00,476084.81
160726254,87205568.00,75618152.00,476548.68,87205568.00,75618152.00,476177.59
161344360,87422208.00,80899984.00,476193.31,87422208.00,80899984.00,476180.75
161962466,89275624.00,76704984.00,476323.18,89275624.00,76704984.00,476209.25
162580570,86307608.00,78917528.00,475897.03,86307608.00,78917528.00,476146.81
163198678,88344328.00,77875080.00,476295.31,88344328.00,77875080.00,476176.53
163816783,89071864.00,78970744.00,476760.87,89071864.00,78970744.00,476293.40
164434889,85516136.00,78613240.00,475945.62,85516136.00,78613240.00,476223.84
165052995,86377424.00,75354504.00,476936.53,86377424.00,75354504.00,476366.40
165671101,88148000.00,74762672.00,476367.84,88148000.00,74762672.00,476366.68
166289206,86330520.00,79373552.00,476441.68,86330520.00,79373552.00,476381.68
166907311,87905784.00,82080792.00,476025.56,87905784.00,82080792.00,476310.46
167525420,88697040.00,74000360.00,475936.37,88697040.00,74000360.00,476235.65
168143525,88125952.00,75865312.00,475829.15,88125952.00,75865312.00,476154.37
168761631,86973840.00,76252376.00,476828.96,86973840.00,76252376.00,476289.31
169379737,89497568.00,79721816.00,475963.00,89497568.00,79721816.00,476224.06
169997843,88099280.00,83794000.00,475436.40,88099280.00,83794000.00,476066.53
170615948,85996544.00,82024720.00,476246.71,85996544.00,82024720.00,476102.56
171234056,86639464.00,77646488.00,475726.15,86639464.00,77646488.00,476027.31
171852161,88296368.00,80246824.00,476347.37,88296368.00,80246824.00,476091.31
172470266,89309592.00,74178464.00,476207.15,89309592.00,74178464.00,476114.50
173088372,88361056.00,76194600.00,476255.46,88361056.00,76194600.00,476142.68
173706478,86333552.00,71033056.00,476240.68,86333552.00,71033056.00,476162.31
174324585,88463200.00,73706160.00,476508.56,88463200.00,73706160.00,476231.56
174942689,85511344.00,79643328.00,476691.00,85511344.00,79643328.00,476323.43
175560798,84421920.00,74407264.00,476613.03,84421920.00,74407264.00,476381.37
176178902,86388736.00,73463160.00,476080.31,86388736.00,73463160.00,476321.15
176797008,82459296.00,76090984.00,475253.15,82459296.00,76090984.00,476107.56
177415113,84344288.00,72469368.00,475766.81,84344288.00,72469368.00,476039.43
178033219,84616096.00,75451600.00,475705.75,84616096.00,75451600.00,475972.71
178651325,86107768.00,73288896.00,476147.90,86107768.00,73288896.00,476007.78
179269433,85828344.00,73990944.00,475535.37,85828344.00,73990944.00,475913.31
179887538,83435120.00,71008192.00,475831.53,83435120.00,71008192.00,475896.96
180505643,85180224.00,74837880.00,476080.62,85180224.00,74837880.00,475933.71
181123749,86365112.00,71686528.00,476119.18,86365112.00,71686528.00,475970.81
181741855,89739016.00,72918064.00,476021.09,89739016.00,72918064.00,475980.87
182359961,88106592.00,70067152.00,475923.87,88106592.00,70067152.00,475969.50
182978067,84013976.00,70637168.00,476049.46,84013976.00,70637168.00,475985.50
183596176,87333192.00,75332008.00,476703.68,87333192.00,75332008.00,476129.15
184214281,86766200.00,71665048.00,475848.68,86766200.00,71665048.00,476073.09
184832386,85465192.00,73483296.00,475950.25,85465192.00,73483296.00,476048.53
185450490,84356600.00,70463448.00,476032.43,84356600.00,70463448.00,476045.34
186068596,85650536.00,72645648.00,476606.84,85650536.00,72645648.00,476157.65
186686702,86322784.00,73953144.00,476269.71,86322784.00,73953144.00,476180.06
187304811,84554704.00,70859256.00,476142.87,84554704.00,70859256.00,476172.62
187922917,88624680.00,68888680.00,476192.46,88624680.00,68888680.00,476176.59
188541022,84975000.00,68859440.00,475872.28,84975000.00,68859440.00,476115.75
189159127,86669432.00,72135312.00,476285.40,86669432.00,72135312.00,476149.68
189777231,82746648.00,72718792.00,475760.03,82746648.00,72718792.00,476071.75
190395337,86278360.00,73034600.00,475406.00,86278360.00,73034600.00,475938.62
191013443,89125992.00,68958040.00,476571.09,89125992.00,68958040.00,476065.12
191631552,87068008.00,73995016.00,477100.37,87068008.00,73995016.00,476272.18
192249657,85528328.00,72266024.00,477143.37,85528328.00,72266024.00,476446.43
192867763,89233688.00,71480744.00,475950.90,89233688.00,71480744.00,476347.34
193485867,87672824.00,71327312.00,476315.59,87672824.00,71327312.00,476341.00
194103972,87201440.00,76420832.00,476044.81,87201440.00,76420832.00,476281.78
194722078,87531376.00,72004328.00,476271.25,87531376.00,72004328.00,476279.68
195340187,86386320.00,73847816.00,476756.62,86386320.00,73847816.00,476375.06
195958294,88188816.00,73487456.00,476169.90,88188816.00,73487456.00,476334.06
196576398,85768896.00,78417384.00,476022.00,85768896.00,78417384.00,476271.65
197194503,85447456.00,74118176.00,476093.62,85447456.00,74118176.00,476236.06
197812608,89535768.00,72969280.00,476540.15,89535768.00,72969280.00,476296.87
198430713,82427736.00,72261472.00,475872.84,82427736.00,72261472.00,476212.06
199048819,85969872.00,74943408.00,475962.28,85969872.00,74943408.00,476162.12
199666928,83620712.00,74576272.00,475678.96,83620712.00,74576272.00,476065.50
200285034,85250952.00,77626944.00,476658.25,85250952.00,77626944.00,476184.06
200903139,85542328.00,76282368.00,475941.62,85542328.00,76282368.00,476135.56
201521244,83589912.00,74358024.00,476293.09,83589912.00,74358024.00,476167.09
202139348,86805288.00,73925856.00,476162.00,86805288.00,73925856.00,476166.09
202757454,82625568.00,74219112.00,476319.37,82625568.00,74219112.00,476196.75
203375563,88003144.00,78917368.00,476279.09,88003144.00,78917368.00,476213.21
203993669,85522664.00,79724392.00,476800.62,85522664.00,79724392.00,476330.71
204611775,84229624.00,74848648.00,476488.31,84229624.00,74848648.00,476362.25
205229880,88339200.00,72625200.00,475805.53,88339200.00,72625200.00,476250.93
205847985,84586248.00,78512224.00,476173.56,84586248.00,78512224.00,476235.46
206466089,82499896.00,74030024.00,475809.53,82499896.00,74030024.00,476150.28
207084195,86177688.00,75485584.00,475865.15,86177688.00,75485584.00,476093.25
207702305,87735152.00,75486816.00,476004.68,87735152.00,75485832.00,476075.53
208320410,86032120.00,77704056.00,476622.71,86032120.00,77704056.00,476185.00
208938516,86564016.00,76657360.00,475400.28,86564016.00,76657360.00,476028.06
209556622,86063664.00,81416832.00,475917.00,86063664.00,81416832.00,476005.87
210174726,84887816.00,77489472.00,476146.81,84887816.00,77489472.00,476034.09
210792830,82759704.00,77450976.00,476273.62,82759704.00,77450976.00,476082.00
211410938,87002776.00,74497832.00,476143.31,87002776.00,74497832.00,476094.25
212029044,81788520.00,73700912.00,475689.90,81788520.00,73700912.00,476013.37
212647151,87810584.00,77580576.00,475014.37,87810584.00,77580576.00,475813.59
213265256,86126032.00,77496984.00,476074.53,86126032.00,77496984.00,475865.78
213883361,86184960.00,79083672.00,476006.12,86184960.00,79083672.00,475893.84
214501466,88004688.00,75133176.00,475899.87,88004688.00,75133176.00,475895.06
215119570,85164832.00,76345712.00,476225.46,85164832.00,76345712.00,475961.15
215737680,87812784.00,73750304.00,476476.53,87812784.00,73750304.00,476064.25
216355785,87214328.00,73832520.00,475970.40,87214328.00,73832520.00,476045.50
216973891,87944952.00,73584320.00,476088.46,87944952.00,73584320.00,476054.09
217591998,86570688.00,79433488.00,476511.15,86570688.00,79433488.00,476145.50
218210102,88683960.00,78294896.00,476201.18,88683960.00,78294896.00,476156.65
218828207,85365584.00,74334208.00,476109.12,85365584.00,74334208.00,476147.18
219446315,86532704.00,73358840.00,476088.43,86532704.00,73358840.00,476135.43
220064420,84631616.00,78084880.00,476927.75,84631616.00,78084880.00,476293.90
220682526,88176680.00,77548384.00,475771.87,88176680.00,77548384.00,476189.50
221300632,88108760.00,78053112.00,476398.71,88108760.00,78053112.00,476231.34
221918738,88791664.00,74742264.00,476127.53,88791664.00,74742264.00,476210.59
222536843,85599592.00,74759832.00,476487.09,85599592.00,74759832.00,476265.87
223154948,88617208.00,75844384.00,475696.00,88617208.00,75844384.00,476151.93
223773056,86088736.00,77148616.00,476057.81,86088736.00,77148616.00,476133.12
224391161,87313480.00,79425440.00,476373.56,87313480.00,79425440.00,476181.21
225009267,88776632.00,77786376.00,476634.40,88776632.00,77786376.00,476271.84
225627373,84526800.00,74493032.00,475661.37,84526800.00,74493032.00,476149.75
226245479,85537216.00,78115816.00,475770.68,85537216.00,78115816.00,476073.93
226863584,85100808.00,81704816.00,475951.53,85100808.00,81704816.00,476049.46
227481692,88012464.00,75069168.00,475559.28,88012464.00,75069168.00,475951.43
228099796,87808672.00,73080688.00,476304.71,87808672.00,73080688.00,476022.09
228717902,84497128.00,77086352.00,475988.43,84497128.00,77086352.00,476015.37
229336008,82407712.00,74964024.00,475899.46,82407712.00,74964024.00,475992.21
229954114,87077712.00,77665800.00,476825.40,87077712.00,77665800.00,476158.87
230572221,86687128.00,76791240.00,476880.96,86687128.00,76791240.00,476303.28
231190328,88465376.00,74097992.00,476186.96,88465376.00,74097992.00,476280.03
231808433,82699440.00,77486632.00,475515.90,82699440.00,77486632.00,476127.21
232426537,83809928.00,71598000.00,475204.53,83809928.00,71598000.00,475942.68
233044643,87433608.00,73063712.00,476596.71,87433608.00,73063712.00,476073.50
233662750,85721816.00,76129712.00,476826.96,85721816.00,76129712.00,476224.21
234280856,89431152.00,75138336.00,476479.43,89431152.00,75138336.00,476275.25
234898961,87399648.00,73620432.00,475627.40,87399648.00,73620432.00,476145.68
235517070,87926088.00,73000456.00,476215.31,87926088.00,73000456.00,476159.62
236135174,85449080.00,77882688.00,475987.00,85449080.00,77882688.00,476125.12
236753278,83618280.00,78084944.00,475812.81,83618280.00,78084944.00,476062.65
237371384,88885056.00,72241416.00,475982.59,88885056.00,72241416.00,476046.65
237989490,86993448.00,75012576.00,476121.12,86993448.00,75012576.00,476061.56
238607596,86838752.00,73359464.00,476307.03,86838752.00,73359464.00,476110.65
239225705,83138696.00,76228896.00,475853.40,83138696.00,76228896.00,476059.21
239843811,88376104.00,73324960.00,476420.75,88376104.00,73324960.00,476131.53
240461915,87655088.00,72464056.00,475650.28,87655088.00,72464056.00,476035.28
241080019,84563688.00,80485056.00,475947.56,84563688.00,80485056.00,476017.75
241698125,84741512.00,78064880.00,475128.15,84741512.00,78064880.00,475839.84
242316231,87985032.00,75098808.00,476228.15,87985032.00,75098808.00,475917.50
242934337,85925992.00,79027120.00,476429.15,85925992.00,79027120.00,476019.84
243552455,85624568.00,80928288.00,476408.68,85624568.00,80928288.00,476097.62
244170561,84540408.00,78255192.00,476261.62,84540408.00,78255192.00,476130.43
244788667,85471712.00,76090488.00,476112.56,85471712.00,76090488.00,476126.87
245406772,85675504.00,78902192.00,476084.56,85675504.00,78902192.00,476118.40
246024877,88504936.00,72530296.00,476939.87,88504936.00,72530296.00,476282.68
246642981,86624064.00,77139376.00,476330.81,86624064.00,77139376.00,476292.31
247261090,88703704.00,73355752.00,476593.00,88703704.00,73355752.00,476352.43
247879196,88157536.00,76190608.00,476487.25,88157536.00,76190608.00,476379.43
248497302,81965480.00,76677576.00,476164.12,81965480.00,76677576.00,476336.37
249115408,82492640.00,77666152.00,476219.56,82492640.00,77666152.00,476313.00
249733513,87260464.00,77483752.00,476230.43,87260464.00,77483752.00,476296.50
250351618,88619008.00,75784320.00,475373.81,88619008.00,75784320.00,476112.00
250969722,85514680.00,78170160.00,476232.53,85514680.00,78170160.00,476136.09
251587831,87097128.00,77933680.00,475947.75,87097128.00,77933680.00,476098.43
252205937,84164120.00,77852328.00,475534.96,84164120.00,77852328.00,475985.75
252824043,79117544.00,71800416.00,475982.09,79117544.00,71800416.00,475985.00
253442149,76577040.00,68542088.00,476138.28,76577040.00,68542088.00,476015.65
254060254,76408288.00,68765672.00,476209.62,76408288.00,68765672.00,476054.46
254678359,75120400.00,68069000.00,476445.31,75120400.00,68069000.00,476132.65
255296466,73349400.00,65969772.00,476278.46,73349400.00,65969772.00,476161.81
255914572,73034416.00,64083864.00,475859.25,73034416.00,64083864.00,476101.31
256532678,70896008.00,66163248.00,476486.03,70896008.00,66163248.00,476178.28
257150784,75903696.00,67333344.00,476381.81,75903696.00,67333344.00,476219.00
257768889,75916624.00,66296836.00,475891.96,75916624.00,66296836.00,476153.62
258386994,73933088.00,69053960.00,475922.53,73933088.00,69053960.00,476107.40
259005099,78472896.00,69152464.00,475705.03,78472896.00,69152464.00,476026.93
259623206,76443072.00,67060400.00,475887.59,76443072.00,67060400.00,475999.09
260241312,73776032.00,68849088.00,476669.40,73776032.00,68849088.00,476133.15
260859418,75282648.00,68777792.00,475693.59,75282648.00,68777792.00,476045.25
261477524,78612200.00,69503968.00,476023.84,78612200.00,69503968.00,476041.00
262095629,75515744.00,69093032.00,476339.18,75515744.00,69093032.00,476100.65
