Date_Heure;W1_raw;W1_f;W2_raw;W2_f;W3_raw;W3_f;W4_raw;W4_f
2026-06-09 13:25:10;1017.00;1012.79;1016.00;1013.60;1019.00;1013.42;1016.00;1014.36
2026-06-09 13:30:15;1001.00;1008.71;1007.00;1009.82;1007.00;1009.68;1009.00;1010.15
2026-06-09 13:35:20;1007.00;1006.51;1006.00;1007.88;1002.00;1007.41;1003.00;1008.19
2026-06-09 13:40:26;1010.00;1006.10;1006.00;1006.98;1009.00;1006.73;1005.00;1007.43
2026-06-09 13:45:31;1008.00;1007.40;1004.00;1007.93;1010.00;1007.35;1008.00;1008.49
2026-06-09 13:50:36;1013.00;1007.78;1015.00;1008.23;1002.00;1007.43;1012.00;1008.64
2026-06-09 13:55:42;1002.00;1007.79;1008.00;1008.13;1008.00;1007.84;1008.00;1008.84
2026-06-09 14:00:47;1006.00;1007.77;1009.00;1008.03;1004.00;1007.84;1018.00;1008.78
2026-06-09 14:05:53;1005.00;1007.13;1007.00;1008.08;1009.00;1007.57;1012.00;1008.60
2026-06-09 14:10:58;1002.00;1007.51;1003.00;1008.38;1007.00;1007.93;1007.00;1008.95
2026-06-09 14:16:03;1014.00;1008.18;1016.00;1008.45;1005.00;1008.18;1003.00;1008.97
2026-06-09 14:21:09;1016.00;1007.94;1013.00;1008.46;1010.00;1008.20;1005.00;1009.09
2026-06-09 14:26:14;1010.00;1008.21;1010.00;1008.46;1010.00;1008.06;1005.00;1008.89
2026-06-09 14:31:20;1009.00;1007.92;1009.00;1008.16;1010.00;1007.84;1005.00;1008.43
2026-06-09 14:36:25;1009.00;1007.74;1009.00;1008.36;1007.00;1007.95;1008.00;1008.15
2026-06-09 14:41:30;1009.00;1007.62;1005.00;1008.44;1004.00;1007.66;1008.00;1008.33
2026-06-09 14:46:36;1008.00;1007.14;1009.00;1008.78;1005.00;1007.50;1010.00;1008.34
2026-06-09 14:51:41;1003.00;1007.53;1005.00;1008.84;1003.00;1007.75;1007.00;1008.51
2026-06-09 14:56:46;1009.00;1007.33;1004.00;1007.99;1007.00;1007.72;1005.00;1008.52
2026-06-09 15:01:52;1010.00;1007.21;1006.00;1007.68;1012.00;1007.39;1004.00;1008.71
2026-06-09 15:06:57;1010.00;1007.38;1004.00;1007.75;1005.00;1007.63;1007.00;1007.88
2026-06-09 15:12:03;1007.00;1007.46;1006.00;1007.94;1003.00;1006.92;1008.00;1007.88
2026-06-09 15:17:08;1006.00;1007.24;1004.00;1007.36;1008.00;1007.52;1006.00;1008.18
2026-06-09 15:22:13;1008.00;1007.55;1006.00;1007.94;1008.00;1007.58;1012.00;1008.11
